longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;total_pools
-121.8;37.27;10.0;3301;593.0;2190.0;575.0;6.223;260700.0;<1H OCEAN;
-121.8;37.26;16.0;1868;285.0;995.0;284.0;5.9053;260500.0;<1H OCEAN;19
-121.76;37.26;17.0;250;52.0;141.0;51.0;4.6458;500001.0;<1H OCEAN;3
-121.77;37.24;12.0;10236;1878.0;5674.0;1816.0;4.747;261100.0;<1H OCEAN;102
-121.7;37.2;15.0;531;154.0;469.0;155.0;4.65;385700.0;<1H OCEAN;5
-121.74;37.19;11.0;1290;197.0;881.0;191.0;4.2039;500001.0;<1H OCEAN;13
-121.72;37.16;21.0;1062;179.0;631.0;185.0;4.7386;394100.0;<1H OCEAN;
-121.75;37.11;18.0;3167;;1414.0;482.0;6.8773;467700.0;<1H OCEAN;
-121.68;37.0;19.0;3754;588.0;1692.0;550.0;6.7644;412600.0;<1H OCEAN;38
-121.61;37.15;16.0;5498;729.0;2051.0;694.0;7.8601;416300.0;<1H OCEAN;
-121.6;37.13;14.0;9483;1361.0;4108.0;1281.0;7.5;344500.0;<1H OCEAN;
-121.64;37.15;13.0;4780;798.0;2795.0;764.0;6.1684;288100.0;<1H OCEAN;48
-121.64;37.14;14.0;5487;1024.0;2823.0;979.0;4.175;229800.0;<1H OCEAN;
-121.63;37.12;17.0;1830;398.0;1110.0;388.0;2.4821;248200.0;<1H OCEAN;18
-121.69;37.14;12.0;4077;590.0;1618.0;540.0;5.2951;386200.0;<1H OCEAN;
-121.66;37.13;20.0;4477;924.0;2656.0;871.0;3.8788;226900.0;<1H OCEAN;45
-121.65;37.12;14.0;4721;999.0;2648.0;888.0;;239300.0;<1H OCEAN;47
-121.66;37.11;19.0;3785;611.0;2198.0;610.0;5.1514;436700.0;<1H OCEAN;38
-121.65;37.11;14.0;6006;914.0;2915.0;898.0;;321700.0;<1H OCEAN;
-121.63;37.1;14.0;5034;797.0;2124.0;790.0;4.9028;335000.0;<1H OCEAN;
-121.67;37.13;19.0;3269;483.0;1383.0;452.0;5.6205;300800.0;<1H OCEAN;33
-121.56;37.08;17.0;6725;1051.0;3439.0;1027.0;6.4313;393100.0;<1H OCEAN;
-121.61;37.06;21.0;5322;908.0;3011.0;895.0;5.5936;386800.0;<1H OCEAN;53
-121.6;37.09;24.0;1511;318.0;1052.0;292.0;3.625;350000.0;<1H OCEAN;15
-121.62;37.09;37.0;1593;303.0;1030.0;287.0;3.9306;260700.0;<1H OCEAN;16
-121.58;37.01;44.0;3192;565.0;1439.0;568.0;4.3693;234000.0;INLAND;32
-121.57;37.0;18.0;7241;1225.0;4168.0;1138.0;4.5714;260300.0;INLAND;
-121.57;36.98;14.0;5231;817.0;2634.0;799.0;4.9702;279800.0;INLAND;
-121.58;37.01;15.0;2873;547.0;1582.0;567.0;5.1519;264700.0;INLAND;29
-121.59;36.97;16.0;865;123.0;403.0;130.0;5.7396;308700.0;INLAND;9
-121.59;37.01;16.0;6637;1171.0;3575.0;1162.0;4.3227;251500.0;INLAND;
-121.61;37.03;5.0;6529;1010.0;3071.0;977.0;5.6754;298500.0;<1H OCEAN;65
-121.58;37.03;16.0;3120;685.0;2383.0;681.0;3.5551;198600.0;INLAND;31
-121.58;37.02;27.0;2303;471.0;1447.0;467.0;;203600.0;INLAND;
-121.59;37.02;14.0;6355;1279.0;3704.0;1224.0;4.4233;228600.0;INLAND;64
-121.57;37.02;17.0;2889;624.0;2681.0;608.0;2.9417;178000.0;INLAND;
-121.57;37.01;44.0;1448;393.0;1066.0;357.0;2.0625;170300.0;INLAND;14
-121.56;37.0;20.0;3976;953.0;3866.0;950.0;2.5387;160100.0;INLAND;40
-121.54;36.99;27.0;2361;449.0;1782.0;397.0;3.2614;305000.0;INLAND;
-121.51;37.02;19.0;2372;394.0;1142.0;365.0;;374600.0;INLAND;
-121.74;37.35;34.0;440;90.0;217.0;93.0;5.2327;500001.0;<1H OCEAN;4
-121.55;37.37;39.0;759;141.0;252.0;106.0;;262500.0;INLAND;
-121.59;37.19;52.0;220;32.0;55.0;26.0;15.0001;131300.0;<1H OCEAN;2
-121.37;37.06;25.0;474;92.0;300.0;104.0;3.8062;340900.0;INLAND;5
-122.03;37.18;10.0;212;38.0;78.0;21.0;6.0622;390000.0;<1H OCEAN;
-121.96;37.13;26.0;50;5.0;17.0;4.0;15.0001;400000.0;<1H OCEAN;
-121.98;37.14;37.0;74;19.0;63.0;17.0;9.5908;350000.0;<1H OCEAN;
-122.0;37.0;16.0;32;4.0;36.0;5.0;2.625;137500.0;NEAR OCEAN;
-122.01;36.99;29.0;227;45.0;112.0;41.0;6.4469;271400.0;NEAR OCEAN;2
-122.01;36.99;28.0;1321;240.0;652.0;239.0;4.9808;263100.0;NEAR OCEAN;
-121.99;36.99;29.0;3119;507.0;1476.0;487.0;5.8123;281500.0;NEAR OCEAN;31
-121.99;36.98;40.0;1104;224.0;669.0;215.0;4.3409;256300.0;NEAR OCEAN;11
-122.0;36.98;43.0;1636;324.0;792.0;325.0;3.5562;239200.0;NEAR OCEAN;
-122.01;36.99;41.0;2548;508.0;1290.0;488.0;3.6902;233000.0;NEAR OCEAN;
-122.01;36.98;47.0;1250;249.0;607.0;234.0;4.0417;265300.0;NEAR OCEAN;13
-122.02;36.99;30.0;2156;487.0;1023.0;458.0;2.7875;245000.0;NEAR OCEAN;
-122.02;36.98;21.0;1484;394.0;984.0;380.0;2.1734;187500.0;NEAR OCEAN;
-122.02;36.98;44.0;1153;238.0;657.0;219.0;3.2368;212500.0;NEAR OCEAN;12
-122.04;36.98;35.0;2155;355.0;866.0;335.0;5.6188;404700.0;NEAR OCEAN;
-122.04;36.98;33.0;797;125.0;385.0;133.0;6.7974;367600.0;NEAR OCEAN;
-122.04;36.97;30.0;2695;424.0;1098.0;420.0;5.3972;362300.0;NEAR OCEAN;27
-122.06;37.0;14.0;1547;374.0;4731.0;348.0;2.4732;131300.0;NEAR OCEAN;15
-122.05;36.97;20.0;2428;473.0;1145.0;454.0;3.6797;263800.0;NEAR OCEAN;24
-122.05;36.97;16.0;3363;611.0;1603.0;556.0;4.2542;294100.0;NEAR OCEAN;34
-122.06;36.98;15.0;3385;669.0;1571.0;615.0;4.2254;320900.0;NEAR OCEAN;34
-122.04;36.98;51.0;1076;206.0;495.0;201.0;2.9286;258300.0;NEAR OCEAN;11
-122.04;36.97;45.0;1302;245.0;621.0;258.0;5.1806;266400.0;NEAR OCEAN;
-122.04;36.97;52.0;1901;335.0;955.0;301.0;3.8259;253100.0;NEAR OCEAN;19
-122.04;36.97;49.0;792;136.0;331.0;137.0;5.2128;238600.0;NEAR OCEAN;8
-122.04;36.96;44.0;1294;269.0;645.0;259.0;3.2437;223900.0;NEAR OCEAN;13
-122.03;36.98;37.0;2817;716.0;1341.0;662.0;2.1553;255400.0;NEAR OCEAN;
-122.01;36.98;47.0;2403;517.0;1144.0;455.0;2.5954;229400.0;NEAR OCEAN;
-122.02;36.98;35.0;1053;263.0;552.0;237.0;2.7125;217500.0;NEAR OCEAN;11
-122.02;36.98;21.0;607;155.0;226.0;136.0;1.9063;166700.0;NEAR OCEAN;
-122.02;36.97;29.0;2568;747.0;1743.0;659.0;1.9286;195300.0;NEAR OCEAN;26
-122.01;36.97;43.0;2162;509.0;1208.0;464.0;;260900.0;NEAR OCEAN;22
-122.01;36.97;52.0;920;202.0;525.0;264.0;2.9444;232800.0;NEAR OCEAN;9
-122.01;36.97;35.0;1605;392.0;743.0;382.0;;240000.0;NEAR OCEAN;16
-122.0;36.98;20.0;2502;454.0;981.0;399.0;4.3;275000.0;NEAR OCEAN;25
-122.01;36.98;27.0;2820;730.0;1511.0;745.0;2.589;242400.0;NEAR OCEAN;28
-122.0;36.97;30.0;1029;242.0;753.0;249.0;3.1205;240500.0;NEAR OCEAN;10
-122.0;36.93;51.0;1616;374.0;608.0;302.0;3.1932;400000.0;NEAR OCEAN;16
-122.01;36.95;52.0;1217;325.0;508.0;237.0;;326700.0;NEAR OCEAN;12
-122.03;36.97;51.0;924;232.0;488.0;228.0;2.1964;234400.0;NEAR OCEAN;
-122.03;36.97;36.0;337;69.0;223.0;68.0;3.2404;225000.0;NEAR OCEAN;3
-122.03;36.97;52.0;403;72.0;200.0;73.0;1.6923;262500.0;NEAR OCEAN;4
-122.04;36.97;40.0;1193;227.0;570.0;204.0;4.4659;237500.0;NEAR OCEAN;
-122.03;36.96;18.0;2677;785.0;1391.0;656.0;2.5067;232600.0;NEAR OCEAN;
-122.02;36.97;44.0;594;169.0;325.0;139.0;1.1552;250000.0;NEAR OCEAN;
-122.02;36.97;39.0;2124;661.0;1365.0;606.0;1.6642;281300.0;NEAR OCEAN;
-122.02;36.96;52.0;775;305.0;1054.0;305.0;2.0172;112500.0;NEAR OCEAN;8
-122.03;36.96;40.0;584;126.0;316.0;139.0;3.5938;243500.0;NEAR OCEAN;6
-122.03;36.96;28.0;1607;421.0;926.0;385.0;2.425;216100.0;NEAR OCEAN;16
-122.04;36.96;32.0;1438;306.0;802.0;293.0;4.1964;202000.0;NEAR OCEAN;
-122.04;36.96;42.0;538;107.0;200.0;104.0;2.1667;196400.0;NEAR OCEAN;
-122.04;36.96;42.0;1149;264.0;703.0;232.0;2.5865;206400.0;NEAR OCEAN;11
-122.03;36.96;32.0;2182;406.0;1122.0;370.0;3.52;284200.0;NEAR OCEAN;
-122.04;36.95;36.0;1862;364.0;1080.0;364.0;4.4567;263800.0;NEAR OCEAN;19
-122.01;36.91;19.0;691;191.0;324.0;167.0;3.1312;388500.0;NEAR OCEAN;7
-122.05;36.96;30.0;971;185.0;644.0;173.0;4.2045;226500.0;NEAR OCEAN;
-122.06;36.96;52.0;65;17.0;24.0;10.0;4.5;258300.0;NEAR OCEAN;
-122.05;36.87;18.0;2232;440.0;1091.0;458.0;3.8269;276000.0;NEAR OCEAN;22
-122.04;36.95;27.0;1987;374.0;961.0;343.0;3.9667;265800.0;NEAR OCEAN;20
-122.04;37.0;52.0;3365;644.0;796.0;333.0;2.9712;116600.0;NEAR OCEAN;
-121.75;36.91;32.0;1461;422.0;1494.0;416.0;2.8056;173200.0;<1H OCEAN;
-121.74;36.92;29.0;1210;281.0;863.0;262.0;3.1062;156000.0;<1H OCEAN;
-121.74;36.92;17.0;2648;589.0;1193.0;540.0;2.4461;151700.0;<1H OCEAN;26
-121.74;36.92;14.0;3355;695.0;1350.0;697.0;2.6506;164600.0;<1H OCEAN;
-121.75;36.93;24.0;4026;881.0;2264.0;863.0;3.1327;218100.0;<1H OCEAN;
-121.75;36.92;48.0;1801;353.0;1071.0;361.0;3.6;194500.0;<1H OCEAN;18
-121.75;36.92;46.0;1362;321.0;1068.0;305.0;2.4615;177800.0;<1H OCEAN;
-121.76;36.92;36.0;2096;409.0;1454.0;394.0;3.2216;238300.0;<1H OCEAN;21
-121.76;36.92;46.0;947;257.0;1120.0;264.0;3.4125;160700.0;<1H OCEAN;9
-121.75;36.91;52.0;1211;447.0;1102.0;392.0;1.6875;161400.0;<1H OCEAN;
-121.76;36.91;23.0;1276;437.0;1359.0;376.0;1.9609;155000.0;<1H OCEAN;13
-121.75;36.91;42.0;1368;468.0;2312.0;484.0;2.5599;151400.0;<1H OCEAN;
-121.77;36.91;8.0;2715;750.0;2580.0;718.0;2.8348;162000.0;<1H OCEAN;27
-121.76;36.9;44.0;919;309.0;1321.0;301.0;2.0775;121400.0;<1H OCEAN;
-121.77;36.93;20.0;2587;547.0;1534.0;540.0;2.4375;190400.0;<1H OCEAN;
-121.77;36.93;24.0;1943;447.0;1844.0;461.0;3.0192;184300.0;<1H OCEAN;
-121.77;36.93;33.0;1406;317.0;1075.0;301.0;3.2813;190000.0;<1H OCEAN;
-121.76;36.92;20.0;2687;637.0;2154.0;610.0;2.6434;169700.0;<1H OCEAN;27
-121.77;36.92;9.0;4934;1112.0;3198.0;977.0;3.5;194800.0;<1H OCEAN;49
-121.79;36.93;19.0;2512;509.0;1856.0;537.0;3.1815;189100.0;<1H OCEAN;
-121.78;36.92;19.0;1515;253.0;975.0;266.0;4.3906;241200.0;<1H OCEAN;15
-121.78;36.93;21.0;2794;662.0;2236.0;565.0;;178400.0;<1H OCEAN;28
-121.77;36.94;18.0;1063;341.0;1033.0;313.0;2.0192;171300.0;<1H OCEAN;
-121.79;36.95;34.0;2152;430.0;1516.0;386.0;;192200.0;<1H OCEAN;22
-121.8;36.94;29.0;2377;476.0;1669.0;499.0;2.8214;190100.0;<1H OCEAN;
-122.25;37.08;20.0;1201;282.0;601.0;234.0;2.5556;177500.0;NEAR OCEAN;12
-122.14;37.08;18.0;2420;439.0;1278.0;416.0;5.2101;334000.0;NEAR OCEAN;
-122.11;37.05;18.0;3337;549.0;1449.0;519.0;5.1412;315800.0;NEAR OCEAN;
-122.13;36.97;27.0;991;194.0;543.0;155.0;4.7188;350000.0;NEAR OCEAN;10
-122.07;37.13;26.0;1127;199.0;543.0;199.0;4.9792;240000.0;NEAR OCEAN;
-122.09;37.09;46.0;695;136.0;408.0;148.0;3.9408;222600.0;NEAR OCEAN;
-122.09;37.11;32.0;2637;489.0;1031.0;410.0;3.6474;231600.0;NEAR OCEAN;
-122.12;37.09;36.0;1397;289.0;661.0;243.0;;239600.0;NEAR OCEAN;
-122.09;37.07;33.0;3581;734.0;1780.0;663.0;4.3429;214300.0;NEAR OCEAN;
-122.08;37.08;35.0;1541;297.0;791.0;277.0;4.425;204800.0;NEAR OCEAN;
-122.16;37.17;35.0;6422;1380.0;2755.0;1064.0;5.0165;202300.0;NEAR OCEAN;64
-122.12;37.12;51.0;2419;485.0;1078.0;435.0;2.7933;206900.0;NEAR OCEAN;24
-122.18;37.15;17.0;1457;289.0;591.0;235.0;5.5785;284100.0;NEAR OCEAN;15
-122.12;37.16;32.0;1602;317.0;752.0;275.0;5.1664;185100.0;NEAR OCEAN;
-122.1;37.19;18.0;808;136.0;420.0;145.0;7.1831;273300.0;NEAR OCEAN;
-122.08;37.15;23.0;506;96.0;264.0;89.0;7.1366;273900.0;NEAR OCEAN;5
-122.11;37.11;46.0;1993;404.0;850.0;327.0;5.208;206800.0;NEAR OCEAN;20
-122.11;37.14;29.0;3201;640.0;1722.0;570.0;4.4597;204100.0;NEAR OCEAN;
-122.13;37.15;39.0;2854;613.0;1338.0;518.0;3.9423;180300.0;NEAR OCEAN;
-122.09;37.21;15.0;1969;332.0;822.0;324.0;7.8774;394900.0;<1H OCEAN;
-122.0;37.12;17.0;4413;672.0;1674.0;608.0;6.9772;383300.0;<1H OCEAN;
-122.04;37.12;30.0;1427;311.0;686.0;251.0;4.0781;154500.0;NEAR OCEAN;
-122.02;37.11;36.0;2066;401.0;942.0;344.0;;196400.0;NEAR OCEAN;
-122.05;37.11;39.0;1065;248.0;497.0;208.0;4.5972;146300.0;NEAR OCEAN;11
-122.07;37.08;21.0;5639;894.0;2670.0;871.0;6.0809;270000.0;NEAR OCEAN;56
-122.05;37.05;41.0;2422;502.0;915.0;366.0;4.1679;201300.0;NEAR OCEAN;24
-122.07;37.06;31.0;1634;370.0;939.0;332.0;3.8625;232300.0;NEAR OCEAN;
-122.08;37.04;34.0;2800;577.0;1353.0;512.0;4.1161;220900.0;NEAR OCEAN;
-122.08;37.03;36.0;4682;899.0;2143.0;832.0;;203700.0;NEAR OCEAN;
-122.04;37.04;17.0;4977;994.0;1987.0;947.0;3.8854;312300.0;NEAR OCEAN;50
-122.03;37.03;21.0;4650;733.0;2014.0;704.0;5.6233;322000.0;NEAR OCEAN;47
-122.02;37.01;20.0;1005;138.0;345.0;129.0;;500001.0;NEAR OCEAN;10
-122.03;37.0;30.0;2077;342.0;816.0;328.0;5.2078;440500.0;NEAR OCEAN;
-122.04;37.08;20.0;467;95.0;229.0;86.0;4.8;261500.0;NEAR OCEAN;5
-122.02;37.09;35.0;1818;368.0;682.0;254.0;4.8611;240000.0;NEAR OCEAN;
-122.03;37.05;12.0;2010;422.0;784.0;407.0;3.9728;190900.0;NEAR OCEAN;20
-122.01;37.06;19.0;4113;767.0;2006.0;732.0;5.1121;308100.0;NEAR OCEAN;
-122.0;37.08;17.0;4154;739.0;2149.0;693.0;5.5919;373400.0;NEAR OCEAN;
-121.95;37.11;21.0;2387;357.0;913.0;341.0;7.736;397700.0;<1H OCEAN;24
-121.96;37.1;20.0;922;155.0;361.0;135.0;6.3617;331500.0;<1H OCEAN;
-121.87;37.1;20.0;1918;304.0;798.0;302.0;7.5755;402300.0;<1H OCEAN;
-121.9;37.1;23.0;1708;287.0;670.0;238.0;6.4517;356600.0;<1H OCEAN;17
-121.93;37.04;36.0;1522;230.0;677.0;206.0;5.8642;363500.0;<1H OCEAN;15
-121.96;37.03;17.0;1343;203.0;511.0;185.0;4.625;386400.0;NEAR OCEAN;
-121.93;37.05;14.0;679;108.0;306.0;113.0;;340600.0;<1H OCEAN;
-121.96;37.06;16.0;1321;224.0;650.0;206.0;6.3258;390000.0;NEAR OCEAN;13
-121.99;37.05;19.0;2023;392.0;955.0;328.0;5.2486;353000.0;NEAR OCEAN;20
-122.0;37.06;20.0;2403;376.0;1149.0;369.0;6.0621;304400.0;NEAR OCEAN;24
-122.01;37.03;21.0;5904;956.0;2616.0;916.0;5.9039;355300.0;NEAR OCEAN;
-121.97;37.01;21.0;2073;357.0;1044.0;351.0;4.5682;371600.0;NEAR OCEAN;21
-121.98;36.99;14.0;6787;1454.0;3416.0;1357.0;3.5943;262400.0;NEAR OCEAN;
-121.97;37.0;25.0;990;166.0;522.0;185.0;4.8269;272900.0;NEAR OCEAN;10
-121.98;36.98;29.0;2681;632.0;1652.0;620.0;3.075;215800.0;NEAR OCEAN;27
-121.99;36.99;16.0;1592;369.0;1039.0;351.0;3.6364;207000.0;NEAR OCEAN;
-121.99;36.98;25.0;2113;422.0;1365.0;439.0;4.6484;234600.0;NEAR OCEAN;21
-121.99;36.98;19.0;5613;1321.0;3018.0;1268.0;3.1914;215600.0;NEAR OCEAN;
-121.98;36.97;21.0;3349;737.0;1952.0;718.0;3.7273;251900.0;NEAR OCEAN;33
-121.98;36.96;20.0;3495;818.0;2186.0;772.0;3.1167;258300.0;NEAR OCEAN;35
-121.99;36.97;15.0;3044;786.0;1306.0;693.0;2.1771;213200.0;NEAR OCEAN;
-122.0;36.97;39.0;2702;646.0;1136.0;491.0;2.8941;256700.0;NEAR OCEAN;
-121.99;36.96;42.0;1275;272.0;451.0;200.0;4.7321;422400.0;NEAR OCEAN;13
-121.99;36.96;16.0;875;201.0;300.0;157.0;2.625;377300.0;NEAR OCEAN;
-121.96;36.88;37.0;2846;553.0;939.0;433.0;4.7468;294400.0;NEAR OCEAN;28
-121.97;36.97;24.0;3665;870.0;1954.0;833.0;2.8036;228500.0;NEAR OCEAN;
-121.97;36.96;27.0;4001;999.0;1808.0;945.0;2.561;234600.0;NEAR OCEAN;
-121.98;36.96;31.0;3209;723.0;1489.0;692.0;3.6619;245100.0;NEAR OCEAN;32
-121.96;36.98;16.0;4907;1117.0;2265.0;1048.0;2.6757;229200.0;NEAR OCEAN;49
-121.97;36.98;17.0;2813;497.0;1337.0;477.0;3.7083;252400.0;NEAR OCEAN;
-121.97;36.97;15.0;2849;668.0;1546.0;582.0;2.7587;228600.0;NEAR OCEAN;28
-121.96;36.97;23.0;4324;1034.0;1844.0;875.0;3.0777;263800.0;NEAR OCEAN;
-121.94;36.98;24.0;3010;562.0;1360.0;504.0;4.2006;290700.0;NEAR OCEAN;30
-121.94;36.98;21.0;3520;831.0;1486.0;753.0;3.0905;264300.0;NEAR OCEAN;35
-121.95;36.98;34.0;3745;958.0;1622.0;802.0;3.1546;261200.0;NEAR OCEAN;
-121.94;36.97;31.0;1738;422.0;746.0;355.0;2.5172;330800.0;NEAR OCEAN;17
-121.93;36.99;19.0;6356;1100.0;2954.0;1070.0;4.7325;283500.0;NEAR OCEAN;
-121.94;37.0;32.0;2210;426.0;1082.0;396.0;4.1587;315200.0;NEAR OCEAN;22
-121.96;37.0;20.0;3847;727.0;1725.0;737.0;3.3447;305200.0;NEAR OCEAN;
-121.96;36.99;23.0;3209;748.0;1423.0;666.0;2.7375;238000.0;NEAR OCEAN;32
-121.94;36.99;11.0;4571;924.0;2004.0;847.0;4.2898;221700.0;NEAR OCEAN;
-121.86;37.0;16.0;8638;1392.0;3706.0;1251.0;5.503;351800.0;<1H OCEAN;
-121.91;36.99;23.0;5675;964.0;2197.0;880.0;4.8693;322300.0;NEAR OCEAN;
-121.91;36.98;16.0;1957;408.0;865.0;369.0;2.6875;233300.0;NEAR OCEAN;
-121.88;36.98;21.0;4117;752.0;2001.0;763.0;4.8953;289500.0;NEAR OCEAN;
-121.91;36.97;19.0;4920;1092.0;1807.0;922.0;3.5112;231900.0;NEAR OCEAN;
-121.92;36.95;29.0;3457;699.0;1327.0;563.0;3.6597;252300.0;NEAR OCEAN;
-121.88;36.96;18.0;4910;817.0;1971.0;773.0;5.8325;308800.0;NEAR OCEAN;49
-121.9;36.97;21.0;3707;751.0;1420.0;608.0;4.4485;295200.0;NEAR OCEAN;37
-121.88;36.96;18.0;6355;1100.0;2304.0;972.0;6.0281;321100.0;NEAR OCEAN;
-121.9;36.93;22.0;7281;1233.0;1849.0;832.0;;335500.0;NEAR OCEAN;
-121.87;36.95;7.0;3703;679.0;1375.0;608.0;4.9219;368400.0;NEAR OCEAN;
-121.84;36.94;29.0;4921;967.0;2319.0;823.0;4.9517;307900.0;NEAR OCEAN;
-121.89;36.89;18.0;2774;492.0;1283.0;353.0;5.368;352000.0;NEAR OCEAN;28
-121.91;36.85;22.0;2442;624.0;1301.0;290.0;;300000.0;NEAR OCEAN;
-121.82;36.86;17.0;1573;272.0;142.0;55.0;2.1719;420000.0;NEAR OCEAN;
-121.79;37.0;28.0;2715;451.0;1154.0;386.0;;290400.0;<1H OCEAN;
-121.83;36.98;19.0;4431;705.0;1764.0;679.0;4.3321;298600.0;<1H OCEAN;
-121.82;36.95;16.0;2599;430.0;1417.0;445.0;4.6611;349300.0;<1H OCEAN;26
-121.83;37.02;22.0;1903;350.0;760.0;322.0;2.9559;288400.0;<1H OCEAN;19
-121.76;37.0;21.0;1416;269.0;779.0;200.0;3.1987;279800.0;<1H OCEAN;
-121.79;37.03;18.0;943;213.0;544.0;179.0;3.934;228600.0;<1H OCEAN;
-121.69;36.96;23.0;1229;254.0;687.0;232.0;5.1433;305600.0;<1H OCEAN;
-121.75;36.96;19.0;3461;634.0;2790.0;607.0;4.7569;190800.0;<1H OCEAN;35
-121.75;36.95;27.0;1580;303.0;1066.0;306.0;4.7071;202700.0;<1H OCEAN;
-121.77;36.96;20.0;4228;816.0;2389.0;844.0;3.525;229100.0;<1H OCEAN;42
-121.73;36.93;29.0;2931;535.0;1954.0;506.0;3.2917;224700.0;<1H OCEAN;29
-121.67;36.93;22.0;569;132.0;542.0;125.0;2.1875;187500.0;<1H OCEAN;
-122.39;40.59;26.0;1279;438.0;1276.0;420.0;1.2404;81300.0;INLAND;13
-122.39;40.58;44.0;1625;392.0;944.0;347.0;1.5972;68900.0;INLAND;16
-122.37;40.58;25.0;2054;495.0;835.0;475.0;2.1538;76900.0;INLAND;
-122.38;40.58;34.0;1262;267.0;520.0;259.0;1.6983;72600.0;INLAND;
-122.38;40.58;36.0;1808;384.0;807.0;383.0;1.8375;74800.0;INLAND;18
-122.36;40.58;17.0;1220;275.0;800.0;261.0;1.9181;118800.0;INLAND;12
-122.34;40.58;7.0;4843;992.0;2223.0;932.0;3.0549;101700.0;INLAND;
-122.35;40.57;22.0;589;97.0;338.0;107.0;;87500.0;INLAND;
-122.34;40.57;24.0;1610;307.0;748.0;307.0;2.6591;82800.0;INLAND;16
-122.38;40.57;43.0;2251;542.0;1479.0;512.0;1.5676;58200.0;INLAND;23
-122.38;40.56;23.0;2281;408.0;1164.0;420.0;3.5347;101200.0;INLAND;
-122.38;40.54;36.0;1216;240.0;647.0;228.0;2.6944;75300.0;INLAND;12
-122.37;40.54;28.0;2213;390.0;1096.0;378.0;3.6923;86900.0;INLAND;22
-122.4;40.58;40.0;3895;929.0;1782.0;910.0;1.3329;78200.0;INLAND;
-122.41;40.58;35.0;2072;385.0;1029.0;375.0;;75600.0;INLAND;
-122.4;40.58;43.0;1455;300.0;747.0;279.0;2.7857;104200.0;INLAND;15
-122.39;40.57;38.0;855;172.0;468.0;150.0;1.4091;84400.0;INLAND;
-122.42;40.59;24.0;5045;972.0;2220.0;979.0;2.6792;138900.0;INLAND;50
-122.45;40.61;17.0;785;155.0;417.0;136.0;;58200.0;INLAND;
-122.45;40.56;17.0;1712;307.0;963.0;329.0;3.9375;148700.0;INLAND;
-122.42;40.57;10.0;7949;1309.0;3176.0;1163.0;;120100.0;INLAND;
-122.4;40.57;23.0;1321;259.0;749.0;222.0;1.655;90100.0;INLAND;
-122.4;40.62;9.0;4794;889.0;2162.0;865.0;3.1439;103100.0;INLAND;48
-122.42;40.6;5.0;2614;433.0;1275.0;411.0;3.4464;122900.0;INLAND;
-122.39;40.6;22.0;2195;489.0;1021.0;460.0;1.4125;66500.0;INLAND;22
-122.38;40.61;14.0;4773;1133.0;2101.0;1072.0;1.7227;105000.0;INLAND;
-122.37;40.6;7.0;5178;1336.0;2557.0;1283.0;2.4079;111400.0;INLAND;52
-122.39;40.64;13.0;3604;704.0;1598.0;670.0;2.4141;78700.0;INLAND;
-122.36;40.62;11.0;3896;886.0;1902.0;843.0;;94200.0;INLAND;39
-122.34;40.63;10.0;2183;369.0;1061.0;325.0;3.6853;151600.0;INLAND;22
-122.33;40.6;5.0;6383;1206.0;2965.0;1141.0;3.8103;111100.0;INLAND;64
-122.32;40.58;2.0;1937;350.0;756.0;274.0;3.0;114200.0;INLAND;
-122.3;40.58;19.0;1043;204.0;505.0;183.0;1.6033;98800.0;INLAND;
-122.36;40.56;20.0;3592;868.0;1865.0;781.0;;64800.0;INLAND;
-122.37;40.55;26.0;1435;234.0;544.0;232.0;2.6705;136700.0;INLAND;14
-122.36;40.55;21.0;2500;466.0;1428.0;502.0;;113300.0;INLAND;
-122.46;40.52;13.0;2085;322.0;1077.0;333.0;5.2149;146500.0;INLAND;21
-122.41;40.55;19.0;3753;761.0;1952.0;738.0;;86500.0;INLAND;38
-122.41;40.53;28.0;1127;245.0;538.0;208.0;2.037;72000.0;INLAND;
-122.39;40.53;28.0;1427;304.0;692.0;285.0;2.125;80800.0;INLAND;
-122.39;40.52;24.0;2068;346.0;951.0;332.0;3.9306;85900.0;INLAND;
-122.4;40.51;20.0;1750;352.0;834.0;340.0;2.485;100600.0;INLAND;18
-122.37;40.52;18.0;4547;774.0;2269.0;766.0;3.7896;98100.0;INLAND;
-122.35;40.56;16.0;2801;614.0;1695.0;563.0;1.9;81600.0;INLAND;
-122.35;40.56;12.0;3900;863.0;2145.0;864.0;1.9881;85200.0;INLAND;
-122.35;40.54;17.0;2280;453.0;976.0;434.0;2.71;97800.0;INLAND;23
-122.36;40.57;31.0;431;90.0;231.0;78.0;2.184;77300.0;INLAND;
-122.35;40.57;18.0;2226;490.0;859.0;451.0;;69400.0;INLAND;22
-122.34;40.57;26.0;2187;472.0;1339.0;463.0;2.0395;67900.0;INLAND;22
-122.33;40.57;16.0;2777;503.0;1432.0;500.0;2.5592;75900.0;INLAND;
-122.32;40.57;15.0;2524;449.0;1374.0;467.0;3.3816;93800.0;INLAND;25
-122.31;40.55;11.0;13714;2302.0;6511.0;2267.0;3.5522;100100.0;INLAND;
-122.34;40.51;16.0;2247;502.0;1206.0;463.0;1.9946;119200.0;INLAND;22
-122.33;40.52;23.0;2801;507.0;1318.0;454.0;;116700.0;INLAND;28
-122.31;40.49;18.0;4026;718.0;1731.0;705.0;3.35;118400.0;INLAND;
